age,gender,nationality,current_city,travel_style,budget_level,preferred_region,preferred_cuisine,travel_with,transport_preference,accommodation_type,budget_avg,is_group,travel_intensity,city
62,female,tunisian,Tozeur,relaxation,high,inland,american,friends,public,hotel,111.6,0,low,Kasserine
61,female,arab,Kairouan,cultural,low,north,indian,solo,plane,airbnb,154.5,1,medium,Tunis
43,male,other,Ariana,relaxation,high,south,middle_eastern,family,car,hostel,123.8,0,medium,Gabes
18,female,african,Tunis,cultural,high,south,african,solo,plane,hostel,331.1,0,medium,Medenine
52,female,arab,Bizerte,beaches,medium,coastal,middle_eastern,couple,public,hotel,155.8,0,medium,Sousse
25,male,tunisian,Tunis,relaxation,high,desert,indian,couple,car,hotel,367.4,0,low,Kebili
42,female,tunisian,Ben Arous,luxury,medium,south,african,couple,car,hotel,55.3,0,high,Gabes
52,female,other,Mahdia,relaxation,low,north,african,friends,car,hotel,347.8,1,medium,Ariana
20,male,other,Sfax,relaxation,medium,inland,mediterranean,solo,car,airbnb,182.2,0,low,Kasserine
33,female,other,Mahdia,beaches,high,desert,tunisian,couple,public,resort,263.3,0,low,Kebili
57,male,african,Beja,luxury,medium,south,american,family,car,airbnb,128.1,0,high,Gabes
21,female,arab,Monastir,relaxation,high,inland,american,couple,public,hostel,93.0,0,medium,Kasserine
33,female,other,Le Kef,cultural,high,south,mediterranean,couple,car,resort,104.6,1,low,Medenine
45,male,european,Ben Arous,relaxation,high,inland,african,family,plane,hostel,40.0,1,high,Kasserine
54,male,arab,Bizerte,adventure,high,inland,indian,couple,plane,hotel,265.9,1,medium,Gafsa
46,female,african,Monastir,beaches,high,coastal,indian,friends,public,hostel,142.9,1,low,Sousse
44,female,african,Gabes,party,high,north,european,friends,car,hotel,66.6,0,medium,Ben Arous
55,male,other,Gabes,adventure,low,desert,european,family,public,hostel,192.3,0,low,Tozeur
21,female,other,Siliana,beaches,high,coastal,mediterranean,couple,plane,airbnb,204.5,1,low,Sousse
26,male,tunisian,Gabes,cultural,low,south,mediterranean,family,car,hotel,211.2,1,medium,Medenine
42,male,arab,Le Kef,adventure,medium,south,middle_eastern,friends,plane,resort,266.0,0,medium,Tataouine
51,male,african,Jendouba,luxury,medium,north,african,friends,public,resort,176.4,1,high,Manouba
57,male,african,Bizerte,cultural,medium,inland,tunisian,solo,car,resort,215.5,1,low,Kairouan
61,female,arab,Ariana,adventure,medium,desert,european,solo,plane,resort,157.5,0,low,Tozeur
45,female,african,Mahdia,adventure,medium,south,asian,friends,car,hostel,268.1,0,high,Tataouine
35,male,african,Tataouine,adventure,high,north,tunisian,friends,public,resort,90.1,1,medium,Beja
43,male,other,Le Kef,adventure,high,north,middle_eastern,solo,car,airbnb,145.3,0,medium,Beja
27,female,european,Tunis,party,medium,south,asian,couple,public,hotel,172.3,1,medium,Sfax
62,female,tunisian,Sousse,cultural,high,coastal,middle_eastern,solo,car,airbnb,115.6,1,medium,Monastir
54,male,african,Tunis,beaches,low,north,asian,family,public,airbnb,298.2,1,low,Bizerte
18,male,other,Tozeur,relaxation,low,south,tunisian,friends,car,resort,157.1,0,high,Gabes
31,female,other,Le Kef,party,high,south,asian,solo,car,hotel,99.3,0,medium,Sfax
18,male,arab,Tunis,adventure,medium,coastal,european,friends,car,airbnb,225.5,0,low,Sfax
47,male,arab,Kasserine,luxury,medium,coastal,tunisian,solo,plane,airbnb,274.4,0,low,Nabeul
50,female,other,Jendouba,luxury,medium,desert,mediterranean,solo,public,airbnb,209.1,0,high,Tozeur
33,female,african,Sidi Bouzid,nature,medium,desert,african,solo,public,hotel,160.2,0,medium,Kebili
32,male,european,Bizerte,relaxation,high,inland,mediterranean,family,plane,hostel,131.8,0,high,Kasserine
31,male,other,Gabes,adventure,high,north,asian,family,plane,hotel,40.0,0,medium,Beja
58,male,european,Monastir,relaxation,high,desert,mediterranean,family,car,airbnb,155.6,1,high,Kebili
37,male,european,Mahdia,cultural,low,south,american,couple,public,airbnb,40.0,1,medium,Medenine
64,female,european,Sousse,adventure,medium,inland,european,friends,car,hotel,116.9,1,low,Gafsa
47,female,african,Bizerte,adventure,medium,north,asian,friends,public,hostel,238.9,0,high,Beja
48,female,african,Ariana,adventure,low,north,mediterranean,solo,car,resort,207.7,0,high,Beja
38,female,tunisian,Kebili,party,low,north,mediterranean,friends,public,hostel,122.1,1,medium,Ben Arous
38,male,tunisian,Sidi Bouzid,nature,medium,coastal,european,solo,car,hotel,322.2,0,low,Mahdia
38,female,other,Jendouba,adventure,high,south,tunisian,couple,public,airbnb,218.5,1,medium,Tataouine
29,female,african,Kairouan,party,medium,north,middle_eastern,friends,plane,hotel,305.2,1,high,Ben Arous
64,female,tunisian,Gafsa,luxury,high,coastal,indian,couple,car,resort,299.1,1,high,Nabeul
43,male,arab,Gabes,beaches,medium,inland,american,couple,plane,hostel,140.2,0,medium,Sfax
71,female,arab,Kairouan,nature,high,inland,asian,solo,car,airbnb,162.5,1,medium,Siliana
31,female,european,Monastir,nature,high,inland,african,solo,plane,airbnb,118.8,1,medium,Siliana
43,female,european,Nabeul,party,high,coastal,asian,solo,public,hotel,40.0,0,high,Zaghouan
42,female,tunisian,Gabes,adventure,high,coastal,indian,solo,public,hostel,112.5,1,high,Sfax
33,male,arab,Siliana,adventure,high,coastal,middle_eastern,couple,car,hotel,156.3,0,low,Sfax
39,female,arab,Gafsa,party,low,coastal,middle_eastern,friends,car,resort,231.0,1,medium,Zaghouan
50,female,other,Gafsa,nature,high,north,african,family,plane,resort,277.5,0,high,Jendouba
33,male,european,Jendouba,relaxation,medium,north,indian,solo,car,hotel,189.8,0,high,Ariana
39,male,african,Ariana,party,high,coastal,mediterranean,family,public,airbnb,207.7,1,medium,Zaghouan
29,male,other,Bizerte,nature,high,desert,indian,family,public,resort,56.2,1,low,Kebili
37,male,african,Tunis,nature,medium,north,european,friends,public,resort,40.0,0,low,Jendouba
42,female,tunisian,Kairouan,party,medium,south,european,friends,plane,hostel,40.0,1,medium,Sfax
56,male,tunisian,Kebili,party,high,inland,indian,couple,car,resort,157.2,1,medium,Sidi Bouzid
37,female,arab,Manouba,beaches,high,desert,african,solo,public,hostel,40.0,1,high,Kebili
39,female,european,Le Kef,party,high,north,middle_eastern,solo,public,hostel,183.9,1,low,Ben Arous
64,female,european,Kasserine,cultural,medium,north,indian,couple,public,resort,243.5,0,low,Tunis
37,male,african,Le Kef,cultural,high,south,indian,friends,public,hostel,179.7,1,low,Medenine
28,male,african,Zaghouan,party,high,desert,tunisian,friends,car,hostel,81.6,0,medium,Tozeur
30,male,other,Manouba,relaxation,low,coastal,tunisian,solo,plane,resort,342.0,1,low,Mahdia
70,male,african,Le Kef,relaxation,high,north,european,couple,car,resort,86.3,0,high,Ariana
63,female,tunisian,Gafsa,relaxation,low,south,european,solo,car,airbnb,188.0,0,high,Gabes
18,male,african,Gabes,nature,high,south,european,couple,plane,resort,68.3,1,high,Kebili
48,female,other,Kairouan,beaches,high,desert,asian,couple,plane,hotel,173.7,1,high,Kebili
40,male,arab,Medenine,adventure,low,desert,mediterranean,friends,plane,hotel,47.0,1,high,Tozeur
34,male,other,Tataouine,nature,high,south,african,family,public,hotel,149.5,0,low,Kebili
53,female,european,Nabeul,relaxation,low,inland,american,friends,car,hotel,224.0,0,high,Kasserine
18,male,other,Tataouine,cultural,low,coastal,tunisian,couple,car,hostel,178.7,1,low,Monastir
34,male,arab,Jendouba,luxury,high,coastal,european,solo,car,airbnb,301.3,1,low,Nabeul
54,female,european,Monastir,luxury,medium,inland,indian,couple,public,hostel,234.5,1,medium,Le Kef
42,female,african,Gabes,luxury,high,inland,indian,family,car,hostel,297.0,1,high,Le Kef
53,male,tunisian,Tunis,luxury,high,inland,asian,couple,plane,resort,218.4,0,high,Le Kef
18,male,arab,Nabeul,relaxation,high,north,mediterranean,solo,car,hotel,175.7,0,low,Ariana
47,female,european,Ben Arous,beaches,medium,inland,mediterranean,friends,plane,hotel,129.5,0,low,Sfax
37,female,arab,Sidi Bouzid,nature,high,coastal,middle_eastern,friends,public,airbnb,297.8,1,medium,Mahdia
37,female,european,Tunis,nature,medium,desert,middle_eastern,family,public,hostel,61.0,0,high,Kebili
42,male,european,Monastir,nature,medium,south,african,couple,car,hostel,253.5,0,low,Kebili
50,female,other,Zaghouan,beaches,medium,desert,european,solo,plane,hostel,78.9,0,high,Kebili
34,female,arab,Monastir,adventure,low,south,european,family,plane,hotel,174.2,0,medium,Tataouine
47,female,arab,Sidi Bouzid,party,medium,north,european,couple,public,hostel,40.0,1,low,Ben Arous
42,female,other,Tozeur,beaches,high,inland,tunisian,solo,car,airbnb,179.8,0,high,Sfax
18,female,other,Tunis,beaches,high,north,middle_eastern,family,public,hostel,256.7,1,high,Bizerte
34,female,tunisian,Tataouine,luxury,low,desert,african,solo,plane,resort,210.3,1,medium,Tozeur
36,male,other,Jendouba,adventure,medium,north,asian,friends,plane,hotel,237.4,0,high,Sfax
18,male,african,Tozeur,beaches,high,inland,mediterranean,family,car,airbnb,122.9,1,medium,Sfax
47,female,african,Sousse,adventure,low,north,indian,family,car,hostel,46.6,1,high,Beja
53,male,african,Jendouba,adventure,low,coastal,american,couple,plane,hotel,287.5,1,high,Sfax
24,male,other,Mahdia,relaxation,medium,inland,tunisian,couple,plane,hotel,107.7,1,medium,Kasserine
40,male,european,Ben Arous,beaches,low,desert,asian,friends,plane,hostel,172.4,1,high,Kebili
42,male,arab,Kairouan,nature,low,south,asian,couple,public,hostel,153.1,0,high,Kebili
30,female,arab,Tunis,nature,high,north,indian,friends,public,hotel,203.4,1,low,Jendouba
22,female,other,Jendouba,adventure,high,inland,asian,family,car,airbnb,143.7,0,high,Gafsa
45,female,arab,Ben Arous,nature,low,inland,asian,solo,plane,resort,103.9,1,low,Siliana
38,male,african,Ariana,nature,high,south,european,friends,plane,resort,76.8,1,high,Kebili
45,male,tunisian,Ben Arous,party,medium,coastal,american,solo,public,airbnb,250.1,1,high,Zaghouan
22,female,other,Zaghouan,party,medium,inland,asian,couple,plane,hotel,199.5,1,medium,Sidi Bouzid
54,male,african,Sidi Bouzid,adventure,high,desert,indian,family,public,airbnb,82.0,1,low,Tozeur
18,female,european,Le Kef,party,medium,desert,tunisian,friends,public,hotel,58.1,1,low,Tozeur
35,male,arab,Kasserine,relaxation,low,north,indian,friends,plane,airbnb,227.1,1,medium,Ariana
32,female,european,Kairouan,adventure,high,inland,american,couple,public,airbnb,371.4,0,medium,Gafsa
45,male,african,Monastir,adventure,low,inland,asian,family,car,hostel,172.0,1,medium,Gafsa
58,female,european,Siliana,luxury,high,desert,mediterranean,solo,public,resort,150.3,0,medium,Tozeur
30,male,european,Beja,beaches,low,south,african,friends,car,hostel,204.8,0,high,Gabes
33,male,african,Sousse,cultural,high,desert,european,couple,plane,resort,102.1,0,low,Tozeur
35,male,other,Ben Arous,cultural,high,coastal,middle_eastern,solo,public,hostel,222.7,1,medium,Monastir
58,female,other,Ben Arous,adventure,low,coastal,mediterranean,solo,car,hotel,69.1,1,low,Sfax
47,male,other,Mahdia,adventure,high,desert,asian,family,public,hotel,151.5,1,medium,Tozeur
54,male,tunisian,Bizerte,beaches,high,desert,african,couple,public,hotel,295.8,0,low,Kebili
39,male,arab,Nabeul,luxury,medium,desert,middle_eastern,friends,car,hostel,40.0,1,medium,Tozeur
18,female,arab,Tunis,nature,low,north,tunisian,friends,plane,hotel,216.8,1,low,Jendouba
18,female,african,Nabeul,nature,medium,inland,mediterranean,friends,plane,airbnb,201.7,0,low,Siliana
45,female,arab,Gabes,adventure,medium,coastal,african,friends,public,resort,96.8,0,low,Sfax
24,female,european,Bizerte,cultural,low,inland,mediterranean,friends,public,hostel,250.8,0,high,Kairouan
20,male,arab,Sousse,party,low,south,asian,solo,car,airbnb,40.0,1,high,Sfax
56,male,african,Beja,party,high,north,mediterranean,couple,car,hotel,104.9,1,medium,Ben Arous
39,male,other,Monastir,cultural,low,north,mediterranean,friends,public,airbnb,129.1,1,high,Tunis
24,female,african,Medenine,cultural,low,north,tunisian,couple,car,resort,131.3,1,high,Tunis
36,male,tunisian,Ben Arous,relaxation,medium,coastal,mediterranean,couple,car,hotel,269.5,1,low,Mahdia
34,female,tunisian,Sidi Bouzid,nature,medium,desert,asian,family,public,resort,87.5,1,medium,Kebili
37,male,arab,Gabes,beaches,low,desert,tunisian,family,public,airbnb,164.2,1,low,Kebili
31,female,other,Siliana,beaches,high,south,tunisian,friends,car,hostel,42.8,0,medium,Gabes
34,female,other,Bizerte,party,high,inland,mediterranean,friends,public,resort,257.5,0,low,Sidi Bouzid
25,female,european,Beja,luxury,low,south,european,couple,public,airbnb,131.4,1,low,Gabes
24,female,european,Beja,relaxation,low,coastal,american,solo,public,resort,141.7,0,medium,Mahdia
18,female,tunisian,Ben Arous,cultural,medium,inland,asian,friends,public,hotel,129.8,1,low,Kairouan
50,male,arab,Ariana,adventure,low,desert,indian,solo,car,hotel,129.7,1,high,Tozeur
62,male,tunisian,Mahdia,nature,high,north,european,family,car,hostel,178.0,1,high,Jendouba
48,male,other,Monastir,luxury,medium,inland,african,couple,car,airbnb,81.4,1,low,Le Kef
48,male,african,Mahdia,cultural,low,desert,middle_eastern,friends,public,airbnb,191.9,1,low,Tozeur
73,male,african,Gafsa,nature,medium,coastal,middle_eastern,couple,car,hostel,241.7,1,medium,Mahdia
48,female,african,Kasserine,nature,high,south,mediterranean,family,car,hotel,127.7,1,high,Kebili
18,male,other,Beja,beaches,low,coastal,african,solo,public,resort,316.2,1,high,Sousse
19,female,european,Bizerte,cultural,high,inland,european,couple,plane,hostel,40.0,1,low,Kairouan
57,female,european,Gabes,cultural,high,inland,middle_eastern,friends,public,airbnb,101.6,1,medium,Kairouan
40,female,african,Manouba,party,high,desert,indian,couple,plane,hotel,264.6,1,high,Tozeur
42,male,african,Monastir,party,low,desert,european,friends,plane,hostel,172.2,1,medium,Tozeur
46,female,tunisian,Monastir,party,medium,inland,american,solo,car,hostel,41.7,0,medium,Sidi Bouzid
18,male,tunisian,Ben Arous,adventure,medium,desert,tunisian,solo,public,hotel,157.0,1,high,Tozeur
44,female,european,Mahdia,nature,low,north,american,friends,car,airbnb,170.5,0,low,Jendouba
57,male,european,Le Kef,nature,low,inland,african,couple,public,resort,49.0,0,medium,Siliana
66,male,tunisian,Nabeul,nature,high,north,middle_eastern,couple,car,hostel,291.5,1,high,Jendouba
50,male,european,Sfax,cultural,high,coastal,mediterranean,couple,car,hotel,77.6,0,low,Monastir
46,male,arab,Monastir,adventure,medium,coastal,mediterranean,solo,plane,airbnb,319.5,0,medium,Sfax
26,male,tunisian,Manouba,party,low,desert,indian,couple,public,hotel,344.3,1,high,Tozeur
39,female,arab,Tunis,adventure,low,inland,african,friends,car,hostel,202.0,1,low,Gafsa
20,male,african,Jendouba,party,low,south,asian,family,public,hotel,112.6,0,high,Sfax
40,female,european,Nabeul,nature,high,north,european,solo,public,airbnb,86.8,0,low,Jendouba
43,female,european,Tataouine,relaxation,high,inland,american,family,public,airbnb,207.9,1,low,Kasserine
48,female,arab,Le Kef,adventure,high,north,asian,friends,public,resort,267.8,1,medium,Beja
54,male,tunisian,Tozeur,party,high,north,asian,friends,public,airbnb,274.8,0,high,Ben Arous
60,female,tunisian,Kasserine,luxury,low,inland,african,couple,plane,hostel,176.3,1,low,Le Kef
44,male,african,Mahdia,beaches,low,south,european,family,car,airbnb,122.8,1,high,Gabes
49,female,arab,Tunis,beaches,medium,coastal,american,solo,car,resort,131.8,1,medium,Sousse
23,female,arab,Nabeul,nature,medium,south,mediterranean,couple,public,hotel,141.7,1,medium,Kebili
33,female,arab,Ariana,relaxation,low,coastal,tunisian,solo,plane,airbnb,113.3,1,low,Mahdia
52,female,arab,Medenine,party,high,south,european,family,public,resort,40.0,0,medium,Sfax
40,male,arab,Gabes,nature,low,south,asian,friends,plane,airbnb,68.0,1,high,Kebili
32,male,other,Siliana,adventure,high,desert,indian,family,plane,hotel,40.0,1,low,Tozeur
28,female,arab,Medenine,nature,medium,south,indian,couple,public,airbnb,334.5,0,high,Kebili
47,male,tunisian,Manouba,luxury,medium,south,european,couple,public,resort,46.4,0,high,Gabes
60,male,other,Tataouine,beaches,medium,desert,indian,friends,car,airbnb,148.6,0,high,Kebili
71,male,tunisian,Medenine,relaxation,medium,inland,african,friends,public,airbnb,130.5,1,low,Kasserine
40,male,other,Kebili,adventure,medium,inland,european,family,car,resort,371.0,1,high,Gafsa
37,female,arab,Gabes,cultural,high,desert,american,friends,public,hotel,111.4,0,medium,Tozeur
40,male,european,Tozeur,luxury,low,inland,asian,friends,public,airbnb,122.5,1,high,Le Kef
50,female,arab,Nabeul,relaxation,medium,inland,mediterranean,family,public,hostel,61.1,0,high,Kasserine
26,male,arab,Jendouba,relaxation,high,north,african,couple,public,resort,58.9,0,medium,Ariana
42,female,tunisian,Kairouan,party,medium,desert,asian,friends,plane,airbnb,63.5,1,medium,Tozeur
50,female,arab,Gabes,adventure,medium,north,mediterranean,solo,public,airbnb,46.6,0,medium,Beja
21,male,tunisian,Tunis,nature,high,south,tunisian,solo,public,resort,101.5,1,high,Kebili
49,male,african,Nabeul,adventure,high,north,african,family,plane,hotel,122.2,1,low,Beja
28,female,european,Tunis,cultural,low,inland,american,solo,car,resort,40.0,0,high,Kairouan
33,female,tunisian,Kebili,party,low,inland,indian,family,car,hotel,141.8,0,high,Sidi Bouzid
18,female,african,Ariana,luxury,low,north,middle_eastern,family,public,hostel,266.9,0,low,Manouba
18,female,tunisian,Bizerte,nature,medium,south,indian,solo,public,resort,80.7,1,high,Kebili
50,male,african,Sidi Bouzid,party,low,south,african,couple,plane,resort,66.6,1,low,Sfax
45,male,european,Mahdia,nature,high,north,asian,family,plane,airbnb,157.8,0,low,Jendouba
30,female,african,Sfax,nature,high,coastal,indian,solo,plane,hostel,174.5,0,low,Mahdia
61,female,european,Sidi Bouzid,adventure,low,coastal,indian,solo,plane,airbnb,264.4,0,medium,Sfax
26,male,european,Gabes,party,medium,inland,indian,solo,plane,hotel,199.1,1,high,Sidi Bouzid
22,male,other,Kairouan,beaches,high,inland,asian,solo,car,hostel,157.8,1,medium,Sfax
42,male,arab,Kebili,party,low,inland,indian,family,car,resort,248.7,0,low,Sidi Bouzid
21,female,arab,Beja,luxury,high,north,european,friends,car,airbnb,208.7,1,high,Manouba
53,male,other,Monastir,beaches,medium,desert,tunisian,couple,public,hotel,202.3,0,medium,Kebili
30,female,arab,Bizerte,adventure,medium,south,american,family,public,hostel,185.6,1,medium,Tataouine
41,male,arab,Bizerte,party,high,north,european,couple,plane,resort,190.2,1,low,Ben Arous
61,female,tunisian,Ben Arous,beaches,medium,desert,middle_eastern,solo,public,hostel,104.2,1,high,Kebili
38,female,arab,Nabeul,beaches,medium,south,european,friends,plane,hostel,40.0,0,high,Gabes
33,female,other,Tataouine,beaches,low,north,european,couple,public,hotel,341.9,1,high,Bizerte
58,male,tunisian,Le Kef,party,medium,inland,mediterranean,solo,car,resort,296.8,1,high,Sidi Bouzid
61,female,other,Beja,relaxation,low,south,european,solo,car,hotel,176.5,0,high,Gabes
25,male,european,Mahdia,party,low,south,mediterranean,family,plane,hotel,160.6,1,medium,Sfax
58,female,african,Tozeur,nature,low,desert,mediterranean,solo,car,hostel,126.4,0,high,Kebili
37,female,arab,Gafsa,beaches,low,desert,indian,family,plane,resort,138.7,0,high,Kebili
55,female,tunisian,Ben Arous,luxury,low,coastal,middle_eastern,couple,plane,hostel,157.9,0,medium,Nabeul
31,male,african,Le Kef,adventure,low,desert,european,family,public,airbnb,247.9,0,low,Tozeur
50,female,european,Gabes,nature,medium,desert,african,friends,plane,hostel,258.7,0,low,Kebili
19,female,african,Beja,luxury,low,desert,mediterranean,solo,public,resort,75.2,0,high,Tozeur
29,male,tunisian,Monastir,adventure,high,coastal,african,couple,public,hotel,104.3,0,medium,Sfax
46,female,european,Sidi Bouzid,relaxation,high,inland,african,solo,plane,hostel,40.0,1,medium,Kasserine
48,male,other,Tozeur,luxury,high,coastal,asian,couple,plane,hotel,264.9,1,medium,Nabeul
38,female,tunisian,Monastir,adventure,high,inland,mediterranean,solo,plane,hotel,109.2,0,high,Gafsa
60,male,tunisian,Le Kef,adventure,medium,south,middle_eastern,family,car,airbnb,53.7,0,low,Tataouine
33,male,tunisian,Ben Arous,relaxation,medium,inland,asian,solo,public,hotel,282.8,1,high,Kasserine
48,male,tunisian,Zaghouan,cultural,low,north,african,friends,car,hotel,58.7,1,high,Tunis
34,male,arab,Tataouine,beaches,low,desert,african,family,car,resort,88.5,0,low,Kebili
36,female,tunisian,Tunis,beaches,medium,south,tunisian,solo,car,resort,204.9,1,low,Gabes
26,male,arab,Mahdia,luxury,medium,north,american,friends,car,resort,155.8,0,low,Manouba
40,female,african,Sousse,beaches,medium,inland,european,family,plane,hotel,40.0,0,high,Sfax
39,male,european,Tataouine,party,medium,south,african,couple,car,resort,176.0,0,low,Sfax
24,male,other,Nabeul,relaxation,low,desert,mediterranean,family,plane,airbnb,307.3,1,low,Kebili
31,male,other,Gabes,party,low,desert,african,solo,plane,airbnb,180.7,0,low,Tozeur
47,female,other,Tunis,luxury,high,inland,american,friends,plane,airbnb,179.1,0,high,Gafsa
42,male,arab,Ben Arous,nature,high,inland,indian,couple,public,airbnb,215.8,1,low,Siliana
48,female,african,Gafsa,nature,low,inland,asian,solo,plane,resort,206.5,1,low,Siliana
61,female,african,Kairouan,adventure,low,south,indian,solo,plane,hostel,214.0,0,high,Tataouine
27,female,african,Kairouan,relaxation,high,desert,asian,couple,car,hotel,260.9,0,medium,Kebili
68,male,arab,Siliana,adventure,medium,inland,middle_eastern,friends,car,resort,444.6,0,high,Gafsa
47,female,european,Jendouba,relaxation,high,inland,mediterranean,couple,public,hotel,174.1,1,high,Kasserine
55,female,other,Zaghouan,nature,medium,inland,indian,family,car,resort,216.3,0,medium,Siliana
43,male,african,Kasserine,beaches,low,inland,middle_eastern,family,car,hostel,348.5,1,high,Sfax
25,male,other,Kairouan,beaches,medium,desert,asian,couple,plane,resort,299.3,1,low,Kebili
27,female,african,Tozeur,relaxation,medium,coastal,european,solo,public,resort,79.8,1,medium,Mahdia
48,female,european,Tunis,nature,medium,inland,african,couple,car,hostel,205.3,0,low,Siliana
48,female,tunisian,Kebili,adventure,high,north,tunisian,couple,plane,hotel,210.7,1,low,Beja
32,male,other,Ariana,relaxation,medium,coastal,mediterranean,friends,car,airbnb,298.0,1,high,Mahdia
23,male,arab,Ben Arous,cultural,medium,south,american,family,car,resort,122.9,0,low,Medenine
46,female,european,Siliana,party,low,desert,american,solo,public,resort,135.3,1,low,Tozeur
73,male,arab,Beja,nature,medium,south,asian,couple,plane,hostel,233.3,0,low,Kebili
37,female,arab,Sousse,luxury,low,inland,african,couple,car,hostel,211.3,1,high,Le Kef
46,female,african,Tozeur,cultural,high,north,middle_eastern,couple,plane,resort,167.5,1,low,Tunis
43,female,african,Ariana,party,high,north,african,couple,plane,resort,286.4,1,medium,Ben Arous
18,male,african,Manouba,luxury,low,desert,mediterranean,couple,car,airbnb,263.5,1,low,Tozeur
48,female,arab,Sfax,cultural,medium,south,european,couple,public,hotel,99.7,1,low,Medenine
60,male,arab,Jendouba,cultural,high,desert,mediterranean,family,car,airbnb,141.7,0,medium,Tozeur
25,female,arab,Tunis,relaxation,high,coastal,asian,friends,public,resort,55.3,1,high,Mahdia
28,female,european,Mahdia,cultural,medium,south,african,family,public,airbnb,60.7,1,high,Medenine
31,female,arab,Ariana,luxury,high,coastal,asian,family,car,airbnb,161.6,1,low,Nabeul
43,male,tunisian,Beja,party,low,desert,american,couple,car,airbnb,40.0,1,low,Tozeur
32,female,tunisian,Beja,beaches,medium,inland,american,friends,public,hostel,48.3,1,medium,Sfax
18,male,arab,Tataouine,adventure,medium,north,european,family,car,resort,71.0,0,high,Beja
44,female,african,Zaghouan,nature,high,south,african,friends,plane,resort,299.1,1,medium,Kebili
18,female,african,Kasserine,cultural,low,south,middle_eastern,friends,public,hotel,119.5,0,high,Medenine
43,female,tunisian,Kasserine,beaches,medium,north,mediterranean,friends,public,hostel,206.0,1,low,Bizerte
41,male,other,Kasserine,cultural,low,inland,african,friends,public,resort,78.2,0,low,Kairouan
55,male,other,Tataouine,relaxation,medium,desert,mediterranean,friends,car,hostel,293.6,0,medium,Kebili
43,female,european,Sidi Bouzid,beaches,low,north,indian,couple,car,resort,40.0,0,high,Bizerte
45,female,african,Medenine,relaxation,medium,coastal,middle_eastern,solo,car,hostel,134.8,1,high,Mahdia
32,male,european,Tunis,beaches,medium,north,tunisian,family,plane,hostel,309.5,1,low,Bizerte
42,female,other,Mahdia,cultural,medium,desert,african,friends,plane,resort,289.3,0,high,Tozeur
22,female,other,Mahdia,adventure,high,south,middle_eastern,friends,plane,hostel,40.0,1,low,Tataouine
64,female,other,Tunis,luxury,medium,coastal,american,couple,public,resort,171.5,1,medium,Nabeul
34,male,tunisian,Nabeul,party,high,inland,mediterranean,couple,plane,resort,141.8,1,high,Sidi Bouzid
47,female,tunisian,Mahdia,relaxation,high,south,tunisian,friends,public,hostel,132.2,1,low,Gabes
57,male,african,Monastir,adventure,low,desert,tunisian,couple,plane,hotel,364.0,1,low,Tozeur
26,male,tunisian,Sousse,party,medium,inland,mediterranean,friends,plane,airbnb,197.8,0,high,Sidi Bouzid
60,male,tunisian,Kebili,cultural,low,desert,european,couple,plane,resort,147.8,1,low,Tozeur
25,female,arab,Bizerte,relaxation,medium,desert,mediterranean,friends,public,airbnb,125.1,1,high,Kebili
35,male,other,Mahdia,nature,medium,north,indian,solo,plane,airbnb,165.6,0,medium,Jendouba
24,male,arab,Sfax,nature,medium,south,african,friends,car,hotel,208.2,1,high,Kebili
48,female,tunisian,Beja,adventure,low,south,indian,friends,public,hostel,176.3,0,high,Tataouine
41,male,african,Jendouba,relaxation,low,coastal,middle_eastern,couple,car,airbnb,180.0,1,medium,Mahdia
60,male,european,Manouba,beaches,high,north,middle_eastern,solo,car,airbnb,159.9,0,medium,Bizerte
34,female,arab,Sfax,nature,medium,inland,african,family,car,airbnb,250.0,1,high,Siliana
62,female,european,Sidi Bouzid,cultural,high,inland,tunisian,couple,public,resort,88.1,1,high,Kairouan
30,female,tunisian,Monastir,party,high,coastal,mediterranean,family,plane,resort,202.5,0,low,Zaghouan
30,male,european,Jendouba,adventure,high,desert,tunisian,friends,plane,hotel,134.2,1,high,Tozeur
18,male,other,Mahdia,adventure,medium,north,mediterranean,couple,plane,hostel,263.6,0,medium,Beja
37,male,other,Tozeur,cultural,high,north,european,solo,car,hostel,143.3,0,medium,Tunis
58,male,african,Kairouan,adventure,high,desert,american,couple,plane,airbnb,152.5,0,low,Tozeur
48,male,arab,Medenine,beaches,high,north,tunisian,family,car,airbnb,143.2,1,high,Bizerte
56,male,african,Monastir,adventure,low,inland,middle_eastern,couple,car,hotel,73.9,1,low,Gafsa
58,female,arab,Kairouan,beaches,medium,desert,indian,solo,plane,resort,40.0,0,medium,Kebili
37,male,european,Ben Arous,luxury,medium,south,european,couple,plane,airbnb,94.0,1,low,Gabes
24,male,arab,Sidi Bouzid,relaxation,low,coastal,african,couple,car,hotel,102.7,0,high,Mahdia
63,male,tunisian,Le Kef,luxury,medium,north,european,family,plane,resort,195.9,1,high,Manouba
39,female,european,Sfax,beaches,medium,coastal,african,solo,public,hostel,224.4,0,medium,Sousse
33,female,tunisian,Kasserine,relaxation,medium,north,middle_eastern,couple,plane,resort,132.9,0,low,Ariana
33,female,african,Kasserine,party,medium,north,european,friends,car,hostel,119.7,1,low,Ben Arous
36,female,african,Mahdia,cultural,low,coastal,american,solo,plane,hostel,113.7,1,high,Monastir
30,male,other,Kasserine,party,low,north,asian,solo,plane,resort,155.1,1,medium,Ben Arous
